CCEN;NOM;NOME;DGENRC;DGENRE;GENR;MUNI;DMUNIC;DMUNIE;DTERRC;DTERRE;DEPE;DTITUC;DTITUE;DOMI;CPOS;TEL1;TFAX;EMAIL;PAGINA;COOR_X;COOR_Y
012378;UDARREGI;UDARREGI;CPEIPS;HLBHIP;31H0;073;USURBIL;USURBIL;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;GERNIKA 11;20170;943361216;943363743;usurbil@ikastola.eus; ;577043.232094398;4791566.410514382
012379;ARANZADI IKASTOLA;ARANZADI IKASTOLA;CPEIPS;HLBHIP;31H0;074;BERGARA;BERGARA;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;HERRILAGUNAK 1;20570;943769071;943769177;bergara@ikastola.net; ;547633.076094071;4774078.380152387
012380;MARIAREN LAGUNDIA IKASTOLA;MARIAREN LAGUNDIA IKASTOLA;CPEIPS;HLBHIP;31H0;074;BERGARA;BERGARA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ESPOLOIA 1;20570;943762540;943763331;ikastola@mlagundia.net; ;547675.393766998;4773739.499130638
012381;ZUBIMUSU IKASTOLA-VILLABONA;ZUBIMUSU IKASTOLA-VILLABONA;CPEIPS;HLBHIP;31H0;075;VILLABONA;VILLABONA;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;NUEVA 55;20150;943692321;943692321;zubimusu@ikastola.eus; ;576994.218795902;4781953.597174737
012382;JAKINTZA IKASTOLA;JAKINTZA IKASTOLA;CPEIPS;HLBHIP;31H0;076;ORDIZIA;ORDIZIA;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;ALTAMIRA Z/G;20240;943160540;943160790;ikastola@jakintza.net; ;567519.636503765;4766852.141032461
012384;URRETXU-ZUMARRAGA IKASTOLA;URRETXU-ZUMARRAGA IKASTOLA;CPEIPS;HLBHIP;31H0;077;URRETXU;URRETXU;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;PAGOETA AUZOA 4;20700;943720026;943723294;orokorra@uzikastola.eus; ;555124.92038769;4770921.12280299
012386;SALBATORE MITXELENA;SALBATORE MITXELENA;CPEIPS;HLBHIP;31H0;079;ZARAUTZ;ZARAUTZ;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;MARÍA ETXETXIKI 14;20800;943831752;943833690;zarautz@ikastola.eus; ;568127.569620335;4792694.620870426
012389;MENDARO IKASTOLA;MENDARO IKASTOLA;CEIP;HLHI;11S0;901;MENDARO;MENDARO;GIPUZKOA;GIPUZKOA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;KILIMÓN 1;20850;943756141;943757019;012389aa@hezkuntza.net; ;549741.24987602;4788981.586647806
012394;ESC. CINE Y VÍDEO-ZINE ETA BIDEO ESKOLA;ESC. CINE Y VIDEO-ZINE ETA BIDEO ESKOLA;CPES;BHIP;31D0;009;ANDOAIN;ANDOAIN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;AMA KANDIDA 21;20140;943594190;943591562;secretaria@escivi.com; ;579633.27652532;4786004.172691804
012395;BASABEAZPI IKASTOLA;BASABEAZPI IKASTOLA;CPEI;HHIP;31B0;013;ARETXABALETA;ARETXABALETA;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;BASABE POL. 2-LEGAIA ERAIKINA;20550;943772025;943797922;arizmendi@arizmendi.eus; ;540430.718656153;4764606.108205947
012398;BIZKARGI;BIZKARGI;EMPR;MEPR;32D0;017;AZKOITIA;AZKOITIA;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;XABIER MUNIBE PARKEA Z/G;20720;943851070;943853764;bizkargi@bizkargimusikaeskola.com; ;556034.305080035;4780777.336599175
012399;SAN JOSE DE FLOREAGA;SAN JOSE DE FLOREAGA;CPEIPS;HLBHIP;31H0;017;AZKOITIA;AZKOITIA;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;IZARRAITZ Z/G;20720;943853043;943857021;floreaga@floreaga.com;http://www.floreaga.org/;555774.198167561;4780947.192025594
012404;IRAURGI;IRAURGI;CPEIPS;HLBHIP;31H0;018;AZPEITIA;AZPEITIA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ETXE-ALAI 18;20730;943810210;943151552;zuzendaria@iraurgi.com; ;559426.447523167;4781479.333709694
012407;JUAN DE ANTXIETA;JUAN DE ANTXIETA;EMPR;MEPR;32D0;018;AZPEITIA;AZPEITIA;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;PERDILLEGI 1 -1º APDO.127;20730;943816263;943157387;antxieta@antxieta.net; ;559543.456053728;4781079.605073301
012411;LA SALLE-SAN JOSE;LA SALLE-SAN JOSE;CPEIPS;HLBHIP;31H0;019;BEASAIN;BEASAIN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ANDRE MARI 2;20200;943880139;943162325;zuzendaria@lasallebeasain.eus; ;565425.076610748;4766477.327324707
012416;NTRA. SRA. DE AZITAIN;NTRA. SRA. DE AZITAIN;CPES;BHIP;31D0;030;EIBAR;EIBAR;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;GOROSTA BALLE 34 203 P.K.;20600;943121698;943121698;azitain@lasalle.es; ;544528.029211794;4782137.819676779
012418;LA SALLE-ISASI;LA SALLE-ISASI;CPEIP;HLHIP;31E0;030;EIBAR;EIBAR;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ISASI 34;20600;943202133;943202133;isasi@lasalle.es; ;542491.577783532;4781363.357316353
012419;STA. MARÍA DE LA PROVIDENCIA;STA. MARÍA DE LA PROVIDENCIA;CPEIPS;HLBHIP;31H0;030;EIBAR;EIBAR;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ALDATZE 5;20600;943701150;943701304;aldatze@aldatze.org; ;543017.167898962;4781682.302396004
012427;ESKORIATZA;ESKORIATZA;EMPR;MEPR;32D0;034;ESKORIATZA;ESKORIATZA;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;HIDALGA 5 BAJO;20540;943714995;943714995;musikesko@hotmail.com; ;538581.777727182;4762844.146848086
012428;AMA GUADALUPEKOA;AMA GUADALUPEKOA;CPEIPS;HLBHIP;31H0;036;HONDARRIBIA;HONDARRIBIA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;BIDASOA 11;20280;943641016;943641346;ag1@amaguadalupekoa.net; ;597944.188023547;4802144.18743848
012430;EGILUZE HIJAS DE LA CRUZ HONDARRIBIA;EGILUZE HIJAS DE LA CRUZ HONDARRIBIA;CPEIPS;HLBHIP;31H0;036;HONDARRIBIA;HONDARRIBIA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;FRAXKUENEKO MURRUA 1;20280;943641036;943644078;hondarribicruz@planalfa.es; ;598007.136798903;4801787.849969941
012432;LA INMACULADA;LA INMACULADA;CPEIPS;HLBHIP;31H0;040;HERNANI;HERNANI;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;SANDIUSTERRI 4;20120;943550233;943556071;zuzendaritza@lainmaculadahernani.com; ;582916.590315432;4790746.877327992
012438;EL PILAR-CIA. DE MARÍA;EL PILAR-CIA. DE MARÍA;CPEIPS;HLBHIP;31H0;045;IRUN;IRUN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;SEÑOR DE ARANZATE 1;20304;943621700;943621090;secretaria@colegioelpilar.com; ;598085.19196101;4798937.530144298
012439;ERAIN;ERAIN;CPEPS;LBHIP;31F0;045;IRUN;IRUN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;VENTAS 29 100 P.K.;20300;943490737;943490785;erain@erain.es;http://www.erain.es;593288.980134523;4797822.527099944
012444;SAN VICENTE DE PAUL;SAN VICENTE DE PAUL;CPEIPS;HLBHIP;31H0;045;IRUN;IRUN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;FUENTERRABIA 23;20301;943619990;943617176;svptitular@sanvicenteirun.com; ;597270.082006501;4799628.909416047
012445;STA. TERESA;STA. TERESA;CPEI;HHIP;31B0;045;IRUN;IRUN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;AV. DE ELIZATXO 33;20303;943628258;943632001;steresai@planalfa.es; ;597015.574022303;4798471.97490672
012447;ERAIN-TXIKI;ERAIN-TXIKI;CPEI;HHIP;31B0;045;IRUN;IRUN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;AV. DE IPARRALDE 26;20302;943627111; ;eraintxiki@eraintxiki.com; ;598154.737411803;4799529.979552935
012449;DOINUA;DOINUA;EMPR;MEPR;32D0;051;LEGAZPI;LEGAZPI;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;UROLA 3;20230;943730371;000000000;musikaeskola@doinua.eus; ;554374.729965324;4766993.162327984
012453;ARRASATE MUSIKAL;ARRASATE MUSIKAL;EMPR;MEPR;32D0;055;ARRASATE/MONDRAGÓN;ARRASATE/MONDRAGÓN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;ZARUGALDE 1 (PALACIO MONTERRÓN;20500;943770540;943770540;mizagirre@arrasatemusikal.org; ;541399.489919119;4768319.91227187
012456;MONDRAGON GOI ESK.POLITEK.,J.M.A.,S.COOP;MONDRAGON GOI ESK.POLITEK.,J.M.A.,S.COOP;CPES;BHIP;31D0;055;ARRASATE/MONDRAGÓN;ARRASATE/MONDRAGÓN;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;LORAMENDI 4;20500;943794700;943791536;info.mgep@mondragon.edu; ;540986.331890665;4767818.254382882
012458;SAN MIGUEL ARCÁNGEL;SAN MIGUEL ARCÁNGEL;CPEIP;HLHIP;31E0;056;MUTRIKU;MUTRIKU;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;SAN MIGUEL 7;20830;943603195;943603023;zuzendaritza@sanmiguelikastetxea.eus; ;549730.249919729;4794928.33620413
012462;OÑATI GESTIO HEZIKETA;OÑATI GESTIO HEZIKETA;CPES;BHIP;31D0;059;OÑATI;OÑATI;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;IBARRA ZELAIA 2;20560;943718009;943718162;muribetxebarria@mondragon.edu;http://onatigh.com/;547410.834098604;4764926.512988481
012464;MADRE PILAR IZQUIERDO;MADRE PILAR IZQUIERDO;CPEI;HHIP;31B0;064;PASAIA;PASAIA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ULIA (TRINTXERPE);20110;943390338;943399796;gmadrepilar@planalfa.es; ;586358.644854088;4797349.833315397
012468;DON BOSCO;DON BOSCO;CIFP;LHII;11U0;067;ERRENTERIA;ERRENTERIA;GIPUZKOA;GIPUZKOA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SAN MARCOS ERP. Z/G 101 P.K.;20100;943510450;943529220;012468aa@hezkuntza.net;http://www.fpdonbosco.com;588171.922506478;4796396.697323471
012471;EGILUZE HIJAS DE LA CRUZ ERRENTERIA;EGILUZE HIJAS DE LA CRUZ ERRENTERIA;CPEIPS;HLBHIP;31H0;067;ERRENTERIA;ERRENTERIA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ZAMALBIDEKO ERP. Z/G;20100;943510654;943520916;direccion@hijascruzerrenteria.com; ;589748.602148482;4794951.971393256
012473;SAGRADO CORAZÓN;SAGRADO CORAZÓN;CPEIPS;HLBHIP;31H0;067;ERRENTERIA;ERRENTERIA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;BITTOR IDIAZABAL 1;20100;943511233;943512095;director.r@corazonistas.com; ;588787.57373331;4796181.45113621
012479;CENTRO DE ESTUDIOS A.E.G.;CENTRO DE ESTUDIOS A.E.G.;CPES;BHIP;31D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;P. HERIZ 82-SEMINARIOA 509 PK;20008;943313907;943218466;info@aeg.es;http://www.aeg.es;580874.548204737;4795755.167904929
012485;SEIM;SEIM;CPES;BHIP;31D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;MIRACRUZ 10-1;20001;943275819;943293878;seim@centroseim.com; ;583043.617546813;4797046.145130249
012490;NAZARET LANBIDE HEZIKETA;NAZARET LANBIDE HEZIKETA;CPES;BHIP;31D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;ALDAKONEA 36;20012;943326666;943326384;nazaret@nazaretzentroa.com;http://www.nazaretzentroa.com;583372.733930201;4796857.503527701
012491;C.D.E.A.;C.D.E.A.;CPES;BHIP;31D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;BERIO IBILTOKIA 50;20018;943316900;943316482;director@pas.cebanc.com; ;579751.183852909;4795107.539727772
012492;ARANS-GUI;ARANS-GUI;CPEE;HBIP;31I0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;MONS 103;20015;943275055;943290809;donostia@aransgi.org; ;584818.007797503;4796597.016549072
012494;ASPACE;ASPACE;CPEE;HBIP;31I0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;CAM. DE ILLARRA 2 55 P.K.;20018;943216055;943219695;txus@aspacegi.org; ;579606.510514735;4795108.74948153
012495;AZCARATE ENEA;AZCARATE ENEA;CPEE;HBIP;31I0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;FCO. LÓPEZ ALEN 4;20009;943215249;943215239;info@gautena.org;http://www.gautena.org ;581927.567258875;4794601.712687403
012496;CEM ACADEMIA ARBÓS;CEM ACADEMIA ARBÓS;EMPR;MEPR;32D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;AV. DE CARLOS I-24 -ATZE.;20011;943472171;000000000;cemdonostia@gmail.com; ;582804.793158466;4795040.12345016
012497;CEBANC;CEBANC;CPES;BHIP;31D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;BERIO IBILTOKIA 50;20018;943316900;943316482;director@pas.cebanc.com;http://www.cebanc.com;579751.183852909;4795107.539727772
012498;CEINPRO;CEINPRO;CPES;BHIP;31D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;P. DE HERIZ 95;20008;943310873;943310875;secretaria@ceinpro.es;http://www.ceinpro.es;580911.506078872;4795849.508702133
012504;MARY WARD;MARY WARD;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;CAM. DE LARRAÑATEGI 27;20014;943455921;943445508;zuzendaria@maryward.com; ;584025.277064413;4794027.769511876
012505;SUMMA ALDAPETA;SUMMA ALDAPETA;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;CUESTA DE ALDAPETA 17;20009;943461055;943473358;zuzendaria@summa-aldapeta.eus;http://www.summa-aldapeta.com/;582211.323252791;4796239.059410213
012507;ESKIBEL;ESKIBEL;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;AGORRENE 28 1015 P.K.;20018;943213255;943215324;ibonilla@eskibel.com;http://www.eskibel.com;580286.231951747;4794028.069450826
012508;EUCARÍSTICO SAN JOSÉ;EUCARISTICO SAN JOSE;EIPR;HEPR;31N0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;SAN ANTONIO 11 (P. DE HERRERA);20016;943396613;943398664;monyaguilar@ymail.com; ;585743.727507399;4796876.909577656
012512;LA ANUNCIATA;LA ANUNCIATA;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;CAM. DE LORETE 2;20017;943513050;943527679;laanunciataikastetxea@fefcoll.org; ;587592.338602597;4796710.693410476
012513;LA ASUNCIÓN;LA ASUNCIÓN;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ALCALDE JOSÉ ELOSEGI 279;20015;943288411;943286830;asuncionss@planalfa.es;http://www.laasunciondonostia.org;585272.197147173;4797081.677897656
012514;LA SALLE;LA SALLE;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;MAD. JAUREGIBERRI 2;20014;943454400;943465167;zuzendaria@lasalledonostia.com; ;583624.53727747;4795732.712475666
012516;SALESIANOS DONOSTIA;SALESIANOS DONOSTIA;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;LIZARDI 12 (INTXAURRONDO);20015;943326496;943326497;info@salesianosdonostia.com; ;584854.825492285;4796725.600376207
012517;MARÍA INMACULADA;MARÍA INMACULADA;CPES;BHIP;31D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;AV. DE ATEGORRIETA 17;20013;943292948;943327244;direccion@cmidonostia.com; ;583555.552544089;4797133.147421183
012518;MANUEL DE LARRAMENDI;MANUEL DE LARRAMENDI;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;P. DE HERIZ 82;20008;943213922;943316635;informa@larramendi.com; ;580874.548204737;4795755.167904929
012519;MARÍA REINA ESKOLA;MARÍA REINA ESKOLA;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;AV. DE AMETZAGAÑA 58;20012;943271596;943280088;info@mariareinaeskola.com; ;583801.600292039;4796606.444630013
012523;NIÑO JESÚS DE PRAGA;NIÑO JESÚS DE PRAGA;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ILLUNBE 8;20011;943456600;943472755;zuzendaritza@karmeloikastetxea.com; ;583249.227674335;4795059.899424817
012525;NTRA. SRA. DE ARÁNZAZU;NTRA. SRA. DE ARANZAZU;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;P. DE ERRONDO 121;20009;943212307;943218224;secretaria@jesuitinasdonostia.net; ;581945.056694627;4794692.084292524
012529;ORTZADAR;ORTZADAR;CPES;BHIP;31D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;CALZ. VJA. ATEGORRIETA 159;20013;943287423;943290917;ortzadar@ortzadar.net; ;584266.682402025;4797199.733867705
012532;PRESENTACIÓN DE MARÍA;PRESENTACIÓN DE MARÍA;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;DUQUE DE MANDAS 1;20012;943271689;943271655;secretaria.don@presentaciondemaria.org; ;583217.712057435;4796901.014671135
012536;DEUTSCHE SCHULE SAN ALBERTO MAGNO;DEUTSCHE SCHULE SAN ALBERTO MAGNO;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;P. DE ORIAMENDI 25;20009;943212244;943312121;secretaria@colegioaleman.net;http://www.colegioaleman.net;581834.04289287;4794437.306151877
012537;SAN IGNACIO DE LOYOLA;SAN IGNACIO DE LOYOLA;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ATEGORRIETA GALTZ. ZAHARRA 28;20013;943289500;943289332;ikastetxea@donostiajesuitak.org; ;583867.748454982;4797257.782052165
012540;SAN JOSÉ (ESCUELA ASILO);SAN JOSE (ESCUELA ASILO);CPEIP;HLHIP;31E0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;PRIM 33;20006;943450184;943461620;zuzendaritza@sanjoseikastetxea.eus; ;582718.813739992;4796367.713223101
012542;SAN LUIS-LA SALLE;SAN LUIS-LA SALLE;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;CAM. DE GUARDAPLATA 16;20016;943396709;943391081;sanluiszuzendaria@lasalle.es; ;585789.788793637;4797531.26638522
012544;ELIZARAN IKASTETXEA;ELIZARAN IKASTETXEA;CPES;BHIP;31D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;CAMPANARIO 12;20003;943422427;943425065;elizaran@ikastetxea.com;http://www.elizaran.com;582137.292062701;4797235.956494694
012545;SAN PATRICIO;SAN PATRICIO;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;LANBERRI 25;20009;943215997;943310443;ana.echezarreta@st-patricks.com;http://www.st-patricks.com;582311.353589947;4794507.811800657
012547;STA. TERESA;STA. TERESA;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;MANUEL LARDIZABAL 25 (IBAETA);20018;943211764;943217477;secretaria@donostia.teresiareskola.com; ;580201.200805366;4795060.099384116
012549;SAGRADO CORAZÓN;SAGRADO CORAZÓN;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;MUNDAIZ 30;20012;943327002;943326414;director@gmundaiz.com;http://www.mundaiz.com;582939.794121281;4795932.781752144
012550;INGLÉS;INGLES;CPEIPS;HLBHIP;31H0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;ALCALDE J. ELOSEGI 64(V.ASHUN);20015;943272304;943278333;direccion@theenglishschool.org; ;584984.969652809;4797011.58216544
012558;MUSIKABI SAN IGNACIO;MUSIKABI SAN IGNACIO;EMPR;MEPR;32D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;CALZ. VJA. ATEGORRIETA 26;20013;943285104;943289332;info@musikabi.com; ;583867.748454982;4797257.782052165
012564;ARANS-GUI;ARANS-GUI;CPEE;HBIP;31I0;071;TOLOSA;TOLOSA;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;SANTA LUZI 13;20400;943652036;943652036;tolosa@aransgi.org; ;575601.437973389;4777564.930475151
012565;HERRIKIDE ESKOLAPIOAK;HERRIKIDE ESKOLAPIOAK;CPES;BHIP;31D0;071;TOLOSA;TOLOSA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;SAN BLAS;20400;943670311;943697010;herrikide12-18@herrikide.eus;http://www.hirukide.org;575584.85558051;4775805.988502703
012566;TOLOSAKO INMAKULADA LANBIDE IKASTOLA;TOLOSAKO INMAKULADA LANBIDE IKASTOLA;CPES;BHIP;31D0;071;TOLOSA;TOLOSA;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;KONDEKO ALDAPA 5-B;20400;943673629;943675222;zuzendaritza@inmakuladatolosa.com;http://www.inmakuladatolosa.com;575186.985347381;4775811.927293879
012567;HERRIKIDE GAINBERRI;HERRIKIDE GAINBERRI;EIPR;HEPR;31N0;071;TOLOSA;TOLOSA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;GARMENDIOLA ALDAPA 2;20400;943673948;943670024;idazkaria0-3@herrikide.eus;http://www.hirukide.org;574945.802647566;4775636.203062039
012568;HERRIKIDE JESUITINAK;HERRIKIDE JESUITINAK;CPEIP;HLHIP;31E0;071;TOLOSA;TOLOSA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;SAN FRANTZISKO 12;20400;943651027;943654664;herrikide3-12@herrikide.eus;http://www.hirukide.org;575057.44313349;4776230.991994471
012571;PRESENTACIÓN DE MARÍA;PRESENTACIÓN DE MARÍA;CPEIP;HLHIP;31E0;072;URNIETA;URNIETA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;SAN JUAN 1;20130;943551782;943551782;urnieta@presentaciondemaria.org; ;582051.469315268;4788833.936701524
012572;SALESIANOS URNIETA;SALESIANOS URNIETA;CPES;BHIP;31D0;072;URNIETA;URNIETA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ERGOYEN 6;20130;943551789;943331059;salesiarrak@salesianosurnieta.com;http://www.salesianosurnieta.com;581599.118788875;4788173.831064117
012575;BERGARA;BERGARA;EMPR;MEPR;32D0;074;BERGARA;BERGARA;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;ESPOLOIA Z/G;20570;943765780;000000000;idazkaritza@bme.e.telefonica.net; ;547675.393766998;4773739.499130638
012576;ARANS-GUI;ARANS-GUI;CPEE;HBIP;31I0;074;BERGARA;BERGARA;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;BONI LASKURAIN 13;20570;943762703;943762703;bergara@aransgi.org; ;547305.880992403;4774286.877713312
